x_n y_n
-10.796708923957112 -135.77758879819487
-543.8337911013275 -651.5694736023388
-489.0521524855773 -658.112629444996
-207.3401805544462 655.2644952412825
-245.36980461775192 174.34252025144997
993.1484603092986 -81.29250871057604
-183.60559933360582 645.3695160357199
543.787989679427 643.096221735987
521.0733760177686 -385.75949700572164
-379.9813026293359 -598.2112484903295
-306.91759087460537 -193.53508427287204
-296.4703650068752 895.7786647047378
-709.0662870076901 355.088860986672
945.3293694349006 217.95020823237383
818.3568759849802 344.726736103396
119.91420744425 -984.0347777879177
-372.81850700659083 -326.8801676547763
776.4000750477765 -285.4553315220836
349.14613164452794 -27.880025076376
-217.82510472287674 756.5648370681681
14.368247825953063 509.81738062239106
48.20700532822798 260.92988871467674
856.0018556331049 -247.032628086763
142.74613807785317 180.323189005514
336.6751375533602 474.65748769760853
-895.4826177869815 192.29290306391817
-345.8853918739708 -815.040735143898
-887.1967216570131 -195.45808372943372
-640.3446118724253 179.3729992634137
851.8663450020852 -769.1742339633574
876.0304458847838 -223.61148545355468
428.1854148681873 -880.4771005708217
465.37521781303326 167.91569514436446
-76.50464747113574 -666.54920527384
862.6585352118964 -303.8092361983
-187.15951331838494 -156.20176269683816
366.41154105469013 -501.0522607896757
299.8317361781244 539.9056041880995
197.53035732556418 102.62043110413242
-555.9212158406483 -947.4158889823278
364.71433827275746 541.9516313719148
756.1126052046923 -813.5649728093255
593.4345265621369 405.5924067877654
-135.99550440383814 159.07766418671963
835.7564383167796 198.4356148525726
563.6673554535118 714.539943455721
451.5005566985435 102.33929344333137
-750.2906130208145 -835.3119953441372
832.6168987058227 466.9915943867129
-224.57801253940772 67.71525410201184
-410.14090894594335 -315.82187788487226
233.46282944502855 -56.77777758547961
-64.30754203743106 -556.8558562332506
-489.3221713108733 -647.0490986325448
677.991777408356 -50.927943922283816
-642.7615952806432 -277.5255209320602
-545.7716586062178 648.8795461985319
319.75289206861294 -707.9997331773067
-41.76750991409415 639.1383255179728
-853.1053153245942 -632.2620596313313
-722.0798574607743 126.0265059759829
-775.3856327230975 -751.824019020738
-44.43006916324089 387.83756837963915
80.59245854084384 -924.0684296174064
916.1420982071297 -411.93331067691804
167.58462284692519 793.6350241880291
53.3281821698165 -432.35878207642054
844.5253776893096 -568.2788112556229
838.5140328954981 -942.9860819628177
-495.98227048361565 -929.2770361436868
365.2652214323077 746.90729128459
928.5522372034718 954.5991109982547
-546.0767059505104 -470.97119665606726
432.0343970705362 887.4613281715469
595.5202149835156 -919.7608472041825
873.5023992954216 -423.4566308540502
707.4449915708246 359.48100696325014
-156.9083865955414 238.32986209049182
-989.1202622783586 436.69950075451607
-930.269342437186 136.03542299703486
-972.1892686336 837.9208769156767
177.81986092489888 12.520358582061249
-234.0138074529723 761.6600755258626
-770.3621006669849 -67.00614569322806
728.9080177761236 -569.4530214288047
643.3140625998792 707.0845656342117
474.98336981641705 -685.9917003372527
680.6883402919291 -972.6526273216305
-196.94179306471767 424.1716475552223
497.2400025485085 -23.41326657207651
119.25889041885262 -494.54370667657497
226.47514794186213 239.53729627718644
-403.79669709273287 -357.14643785516125
204.75834696964716 -832.1160984053664
-148.64632078060322 911.8052780066298
77.08876966986577 -493.3545494155724
-26.540285698250614 799.4921040148056
-0.21672383020222696 907.7628923627408
834.918965110028 590.698415507296
-474.2459565348702 -657.3193621188318
-900.6046276916329 -899.5986127870434
-74.61594113331466 665.7598633234124
-183.56195464959728 -26.552442580131583
-25.913038664660917 -808.5169516540604
-858.9684432499944 761.2009990083698
164.21722233116998 60.03085957908456
974.0435967115507 911.1672497150826
-581.8230880047081 -541.8749464300028
-575.247763750411 -52.3658136924123
922.2700990141389 -677.873879657477
413.9081502424199 -540.0374336429188
185.9364263123348 858.0369945242171
-238.29518586480413 841.4284799098066
277.4809928034192 664.7569243708024
4.857138236496098 159.24691301304324
-820.4138506074917 -408.5134777537478
-405.65066614003695 157.76285430966277
656.2884683218281 953.2282564160591
-649.0880686194291 -419.7580211921314
808.9789144728202 136.44048530239616
176.62965823571562 857.61652655748
-966.9310864158442 935.3827254192438
-259.95564643802345 -725.736409070855
-915.7409941335964 482.7684388355549
-745.4388983073204 919.936725859063
-641.4635481258961 516.1627461038706
-667.0828296612885 78.24289773272653
767.3769932081036 504.2860017741675
811.9040952033508 149.4170812397756
-529.1980428724771 153.28542380754106
-185.4801511259301 -686.4126187286647
-57.67968520924853 -515.1972356206018
660.4680354622867 529.7349574716577
-415.98475586267057 -671.8116846054878
-652.3429364011133 737.834528018863
-83.71378307874329 760.2862193031806
804.8583261140641 -825.5631110946478
189.8738494681936 862.5114438774481
-174.77333335746698 -185.15361360267525
-188.6981258382865 436.68738871506594
-383.03166830577834 -452.09091099331533
-364.2425381931662 -48.68386932872011
-169.82796818064344 142.54419782836067
276.3341392469008 590.6222815730061
590.5390345747423 -14.886509646975924
-925.9331737442423 81.44335208613438
469.08219505254556 -873.8410578062683
545.1417255401404 -178.90432771363623
-511.1509460481778 779.5689736412955
970.1537188983357 836.992196164284
350.01168924563945 -238.60661287922392
785.529472281602 944.8727975359648
-513.8905989877605 -37.02673009528269
-896.608245425033 774.0556607812355
419.4861269861367 -735.4367574116292
914.5286249462142 -253.30250611532006
-954.3295647748065 607.820353395676
826.2850473065328 -992.7935129987453
456.5474246037659 -798.2528133951548
910.8106394759309 -273.8085608130036
-453.7291032682791 -777.9939213542503
-658.8129755883169 -466.77903607043265
-354.797964360612 512.1640429755921
-445.52307842406606 312.94121620283477
-18.795093948179783 447.8268905901555
-738.5685073331051 -619.1825464351848
476.36747301507353 -679.8207128895382
-719.3528530743642 287.8699181716604
141.30141560231095 256.29148624496224
66.67586642194578 -157.43885360590832
-532.9539286224967 -234.88964200306532
-46.21190990494961 178.36303714163387
-70.51565882081798 477.5817277725223
612.0621943650756 -679.9318416702367
-962.8297772910521 -698.9044509537073
425.63316924078003 -47.13022333725553
-498.0132756361999 -596.4168953086348
321.0531224177364 683.9877384906081
272.89191692728787 128.67381421683717
-886.0246701064516 144.61045540999612
437.81909782521075 -53.41155688491358
-320.1531353382878 -598.7013182249532
99.28573671524964 -287.0402454592702
488.6398578432211 -83.47939591427235
-642.9745228699983 252.27204939284297
-498.59179356384044 -817.6856976240292
-732.2405923204786 195.9134576445017
-698.4518402677384 -564.3443587044741
878.0606815551691 -987.4535844255113
942.905773347707 146.10010032575542
-714.8868224749262 -206.77554717417217
-608.2699758691522 336.4211852455767
-799.2043230469368 457.5374465556183
-836.3750600873739 -656.4020076798058
536.7513444823223 828.3523625367152
-579.2865108787397 -410.225699292345
-75.64710554942656 319.7451580145903
-831.9799277581142 -742.6814627258857
-336.9954326047315 -203.61608877452306
976.6516015864738 331.7846762699353
800.5440877954461 514.3471193333289
730.6572090623606 -517.4251065501268
-231.47301139112074 -796.4714994099122
401.1693814886221 250.00969444217503
-925.740589739525 -495.73822231406075
2.652438350916327 -667.4854217984638
-772.2138261932388 156.55115306208427
467.3796558070835 958.5737563421121
-126.35839454781728 -644.0557884268555
-346.0272226886407 765.5248439952916
503.0032152098122 -200.05481019424167
-473.7627058440761 -415.118409289871
-29.77133771548381 -292.9410797219891
-986.8787593576805 -599.6393876954234
-989.457700056064 416.56351483129197
135.31763227101442 -366.2271322856958
-294.0538191371054 181.60460385020633
-249.86676161116566 62.27174748846187
-269.8058794621801 -277.9410027815205
-381.94204398268926 -991.8329112137851
-658.2053742073062 459.1582016764348
958.249725576497 237.73701043001392
550.138538293362 -7.36869548244897
944.3107282252413 -433.5492216011892
50.925756300560806 91.63681267165293
-523.0913695499512 -48.62775200545923
-29.72285509483811 386.8038150772263
178.4857482333657 402.62859495229077
0.9651086765501304 -215.11233810652493
-140.6504478514787 -178.12924860278372
-498.3019234505741 -974.1235895577753
-885.1408395546929 785.803809451412
286.741718864665 -987.5857410376991
-497.00972830375156 -342.6244495988908
-616.9838508090272 42.112608571413375
21.39474947940687 -991.2813297654437
-238.54841797322626 -11.00597003671976
833.8345571484017 -75.19155283335647
-895.5499936288529 -375.8273303385986
-244.92057917693285 -229.346687933716
-4.5571541386013905 -370.4352315625872
158.68078626097645 739.0898133683565
615.0944650477315 -621.4047205672155
785.0060939904508 801.1705664811084
-55.706050755918 96.62645069100313
-802.6244837695983 -722.9124694986024
454.89042800626135 -962.1934682775081
-21.911238323277757 -226.40420752515843
404.90306320665854 761.5132407983253
-285.3003677699437 -485.8128665579013
-612.4736211940342 151.64187222023384
-324.96878383665705 -240.039941258976
93.02196312936803 -892.6670871766881
